word,x1,x2,x3,x4,x5,score,uni_len
tuath,1264,1824,1959,1385,654,7086,4
blitt,1555,1193,1668,1385,1284,7085,4
haggi,844,4103,616,612,910,7085,4
topoi,1264,3069,560,1282,910,7085,4
bitto,1555,2239,1048,1385,857,7084,4
kongo,789,3069,1757,612,857,7084,4
tweed,1264,226,1421,3252,917,7080,4
start,2206,403,1959,1225,1284,7077,4
ushas,420,341,334,2214,3767,7076,4
artha,1698,1543,1048,423,2362,7074,4
arhat,1698,1543,334,2214,1284,7073,4
wemmy,596,2863,885,612,2116,7072,4
cosmo,1512,3069,1021,612,857,7071,4
ilian,473,1193,1668,2214,1522,7070,4
inned,473,671,1757,3252,917,7070,4
jazzy,446,4103,217,186,2116,7068,4
shill,2206,927,1668,1295,971,7067,4
buell,1555,1824,1421,1295,971,7066,4
ngwee,647,139,349,3252,2679,7066,4
ninja,647,2239,1757,61,2362,7066,4
gabbi,965,4103,664,423,910,7065,4
jutta,446,1824,1048,1385,2362,7065,4
snast,2206,671,1959,945,1284,7065,4
cleve,1512,1193,1421,259,2679,7064,4
ebner,693,172,1757,3252,1190,7064,4
gylys,965,458,1603,271,3767,7064,4
imids,473,327,1668,829,3767,7064,4
jello,446,2863,1603,1295,857,7064,4
altai,1698,1193,1048,2214,910,7063,4
bhava,1555,927,1959,259,2362,7062,4
elide,693,1193,1668,829,2679,7062,4
allot,1698,1193,1603,1282,1284,7060,4
elena,693,1193,1421,1391,2362,7060,4
yeply,225,2863,560,1295,2116,7059,4
mozza,1225,3069,217,186,2362,7059,4
arjan,1698,1543,81,2214,1522,7058,4
thatn,1264,927,1959,1385,1522,7057,4
adair,1698,245,1959,1963,1190,7055,4
cuddy,1512,1824,774,829,2116,7055,4
ludly,1046,1824,774,1295,2116,7055,4
cotch,1512,3069,1048,770,654,7053,4
ponzo,1184,3069,1757,186,857,7053,4
pupin,1184,1824,560,1963,1522,7053,4
hetti,844,2863,1048,1385,910,7050,4
kneed,789,671,1421,3252,917,7050,4
lippe,1046,2239,560,526,2679,7050,4
emane,693,327,1959,1391,2679,7049,4
kinic,789,2239,1757,1963,300,7048,4
rabbi,948,4103,664,423,910,7048,4
mdlle,1225,245,1603,1295,2679,7047,4
lumme,1046,1824,885,612,2679,7046,4
rimma,948,2239,885,612,2362,7046,4
alvan,1698,1193,417,2214,1522,7044,4
elean,693,1193,1421,2214,1522,7043,4
argal,1698,1543,616,2214,971,7042,4
rerub,948,2863,2201,899,129,7040,4
amora,1698,327,1426,1225,2362,7038,4
thapa,1264,927,1959,526,2362,7038,4
vivle,404,2239,417,1295,2679,7034,4
biabo,1555,2239,1959,423,857,7033,4
brill,1555,1543,1668,1295,971,7032,4
chaya,1512,927,1959,271,2362,7031,4
grebe,965,1543,1421,423,2679,7031,4
koslo,789,3069,1021,1295,857,7031,4
shoor,2206,927,1426,1282,1190,7031,4
sofko,2206,3069,271,628,857,7031,4
shist,2206,927,1668,945,1284,7030,4
aleak,1698,1193,1421,2214,502,7028,4
aurum,1698,1824,2201,899,406,7028,4
jeddy,446,2863,774,829,2116,7028,4
mikir,1225,2239,406,1963,1190,7023,4
uchee,420,338,334,3252,2679,7023,4
adeem,1698,245,1421,3252,406,7022,4
adela,1698,245,1421,1295,2362,7021,4
urger,420,1543,616,3252,1190,7021,4
nutty,647,1824,1048,1385,2116,7020,4
ricca,948,2239,701,770,2362,7020,4
ambay,1698,327,664,2214,2116,7019,4
jheel,446,927,1421,3252,971,7017,4
aruba,1698,1543,990,423,2362,7016,4
ambia,1698,327,664,1963,2362,7014,4
lynna,1046,458,1757,1391,2362,7014,4
agena,1698,139,1421,1391,2362,7011,4
anima,1698,671,1668,612,2362,7011,4
glial,965,1193,1668,2214,971,7011,4
jaddo,446,4103,774,829,857,7009,4
bocci,1555,3069,701,770,910,7005,4
ohara,532,927,1959,1225,2362,7005,4
platt,1184,1193,1959,1385,1284,7005,4
antra,1698,671,1048,1225,2362,7004,4
dhaka,1128,927,1959,628,2362,7004,4
hurri,844,1824,2201,1225,910,7004,4
liddy,1046,2239,774,829,2116,7004,4
tessi,1264,2863,1021,945,910,7003,4
drury,1128,1543,990,1225,2116,7002,4
agape,1698,139,1959,526,2679,7001,4
brunn,1555,1543,990,1391,1522,7001,4
jiffs,446,2239,271,278,3767,7001,4
kilim,789,2239,1603,1963,406,7000,4
avena,1698,126,1421,1391,2362,6998,4
toffy,1264,3069,271,278,2116,6998,4
choca,1512,927,1426,770,2362,6997,4
couch,1512,3069,990,770,654,6995,4
ketti,789,2863,1048,1385,910,6995,4
mumsy,1225,1824,885,945,2116,6995,4
figge,847,2239,616,612,2679,6993,4
strut,2206,403,2201,899,1284,6993,4
alard,1698,1193,1959,1225,917,6992,4
autun,1698,1824,1048,899,1522,6991,4
irisa,473,1543,1668,945,2362,6991,4
penup,1184,2863,1757,899,285,6988,4
huffs,844,1824,271,278,3767,6984,4
recor,948,2863,701,1282,1190,6984,4
starr,2206,403,1959,1225,1190,6983,4
fraya,847,1543,1959,271,2362,6982,4
khasa,789,927,1959,945,2362,6982,4
dimmy,1128,2239,885,612,2116,6980,4
ulcus,420,1193,701,899,3767,6980,4
echea,693,338,334,3252,2362,6979,4
peetz,1184,2863,1421,1385,122,6975,4
ellin,693,1193,1603,1963,1522,6974,4
pudda,1184,1824,774,829,2362,6973,4
nunky,647,1824,1757,628,2116,6972,4
odeen,532,245,1421,3252,1522,6972,4
sunup,2206,1824,1757,899,285,6971,4
urlar,420,1543,1603,2214,1190,6970,4
monjo,1225,3069,1757,61,857,6969,4
playa,1184,1193,1959,271,2362,6969,4
sherr,2206,927,1421,1225,1190,6969,4
nissy,647,2239,1021,945,2116,6968,4
steve,2206,403,1421,259,2679,6968,4
kabob,789,4103,664,1282,129,6967,4
looch,1046,3069,1426,770,654,6965,4
freir,847,1543,1421,1963,1190,6964,4
yorgo,225,3069,2201,612,857,6964,4
vivre,404,2239,417,1225,2679,6964,4
abyss,1698,172,381,945,3767,6963,4
joppa,446,3069,560,526,2362,6963,4
wryer,596,1543,381,3252,1190,6962,4
curch,1512,1824,2201,770,654,6961,4
accel,1698,338,701,3252,971,6960,4
mindi,1225,2239,1757,829,910,6960,4
ilise,473,1193,1668,945,2679,6958,4
otate,532,403,1959,1385,2679,6958,4
dunno,1128,1824,1757,1391,857,6957,4
leeco,1046,2863,1421,770,857,6957,4
skuse,2206,137,990,945,2679,6957,4
slash,2206,1193,1959,945,654,6957,4
adora,1698,245,1426,1225,2362,6956,4
etrem,693,403,2201,3252,406,6955,4
ohone,532,927,1426,1391,2679,6955,4
stint,2206,403,1668,1391,1284,6952,4
poock,1184,3069,1426,770,502,6951,4
adlar,1698,245,1603,2214,1190,6950,4
trior,1264,1543,1668,1282,1190,6947,4
anura,1698,671,990,1225,2362,6946,4
bifid,1555,2239,271,1963,917,6945,4
elvie,693,1193,417,1963,2679,6945,4
elger,693,1193,616,3252,1190,6944,4
dobro,1128,3069,664,1225,857,6943,4
juror,446,1824,2201,1282,1190,6943,4
retro,948,2863,1048,1225,857,6941,4
elute,693,1193,990,1385,2679,6940,4
busby,1555,1824,1021,423,2116,6939,4
filip,847,2239,1603,1963,285,6937,4
ledol,1046,2863,774,1282,971,6936,4
shiri,2206,927,1668,1225,910,6936,4
flail,847,1193,1959,1963,971,6933,4
meech,1225,2863,1421,770,654,6933,4
cinch,1512,2239,1757,770,654,6932,4
kulak,789,1824,1603,2214,502,6932,4
tsere,1264,341,1421,1225,2679,6930,4
enloe,693,671,1603,1282,2679,6928,4
shyly,2206,927,381,1295,2116,6925,4
aspia,1698,341,560,1963,2362,6924,4
kinoo,789,2239,1757,1282,857,6924,4
dieri,1128,2239,1421,1225,910,6923,4
giddy,965,2239,774,829,2116,6923,4
logoi,1046,3069,616,1282,910,6923,4
subst,2206,1824,664,945,1284,6923,4
gighe,965,2239,616,423,2679,6922,4
jemmy,446,2863,885,612,2116,6922,4
icier,473,338,1668,3252,1190,6921,4
nobby,647,3069,664,423,2116,6919,4
sparr,2206,336,1959,1225,1190,6916,4
hihat,844,2239,334,2214,1284,6915,4
lonzo,1046,3069,1757,186,857,6915,4
ahmar,1698,927,885,2214,1190,6914,4
arawn,1698,1543,1959,192,1522,6914,4
akela,1698,137,1421,1295,2362,6913,4
sjaak,2206,32,1959,2214,502,6913,4
flann,847,1193,1959,1391,1522,6912,4
algar,1698,1193,616,2214,1190,6911,4
staab,2206,403,1959,2214,129,6911,4
visit,404,2239,1021,1963,1284,6911,4
biisk,1555,2239,1668,945,502,6909,4
shuha,2206,927,990,423,2362,6908,4
almad,1698,1193,885,2214,917,6907,4
smarr,2206,327,1959,1225,1190,6907,4
agrah,1698,139,2201,2214,654,6906,4
olona,532,1193,1426,1391,2362,6904,4
grega,965,1543,1421,612,2362,6903,4
rieti,948,2239,1421,1385,910,6903,4
theme,1264,927,1421,612,2679,6903,4
trent,1264,1543,1421,1391,1284,6903,4
whews,596,927,1421,192,3767,6903,4
antin,1698,671,1048,1963,1522,6902,4
adeep,1698,245,1421,3252,285,6901,4
plebe,1184,1193,1421,423,2679,6900,4
tikka,1264,2239,406,628,2362,6899,4
msbus,1225,341,664,899,3767,6896,4
ryter,948,458,1048,3252,1190,6896,4
agger,1698,139,616,3252,1190,6895,4
rossi,948,3069,1021,945,910,6893,4
comox,1512,3069,885,1282,144,6892,4
vehme,404,2863,334,612,2679,6892,4
hench,844,2863,1757,770,654,6888,4
arado,1698,1543,1959,829,857,6886,4
grefe,965,1543,1421,278,2679,6886,4
amida,1698,327,1668,829,2362,6884,4
gooch,965,3069,1426,770,654,6884,4
kokam,789,3069,406,2214,406,6884,4
plaza,1184,1193,1959,186,2362,6884,4
scroo,2206,338,2201,1282,857,6884,4
hirsh,844,2239,2201,945,654,6883,4
mambu,1225,4103,885,423,247,6883,4
wynne,596,458,1757,1391,2679,6881,4
unrra,420,671,2201,1225,2362,6879,4
giono,965,2239,1426,1391,857,6878,4
girru,965,2239,2201,1225,247,6877,4
oopak,532,3069,560,2214,502,6877,4
apaid,1698,336,1959,1963,917,6873,4
iphis,473,336,334,1963,3767,6873,4
aflat,1698,73,1603,2214,1284,6872,4
gussy,965,1824,1021,945,2116,6871,4
smitt,2206,327,1668,1385,1284,6870,4
snoot,2206,671,1426,1282,1284,6869,4
hoxha,844,3069,170,423,2362,6868,4
gulag,965,1824,1603,2214,261,6867,4
prior,1184,1543,1668,1282,1190,6867,4
fugue,847,1824,616,899,2679,6865,4
jinja,446,2239,1757,61,2362,6865,4
tufty,1264,1824,271,1385,2116,6860,4
crche,1512,1543,701,423,2679,6858,4
fifty,847,2239,271,1385,2116,6858,4
esten,693,341,1048,3252,1522,6856,4
stilt,2206,403,1668,1295,1284,6856,4
kebby,789,2863,664,423,2116,6855,4
zizel,176,2239,217,3252,971,6855,4
enter,693,671,1048,3252,1190,6854,4
gudge,965,1824,774,612,2679,6854,4
netti,647,2863,1048,1385,910,6853,4
agora,1698,139,1426,1225,2362,6850,4
amaze,1698,327,1959,186,2679,6849,4
compo,1512,3069,885,526,857,6849,4
where,596,927,1421,1225,2679,6848,4
arrow,1698,1543,2201,1282,122,6846,4
arroz,1698,1543,2201,1282,122,6846,4
tildi,1264,2239,1603,829,910,6845,4
arval,1698,1543,417,2214,971,6843,4
anion,1698,671,1668,1282,1522,6841,4
fillo,847,2239,1603,1295,857,6841,4
elvet,693,1193,417,3252,1284,6839,4
stoon,2206,403,1426,1282,1522,6839,4
hillo,844,2239,1603,1295,857,6838,4
kikar,789,2239,406,2214,1190,6838,4
oraon,532,1543,1959,1282,1522,6838,4
ility,473,1193,1668,1385,2116,6835,4
gonzo,965,3069,1757,186,857,6834,4
stall,2206,403,1959,1295,971,6834,4
avera,1698,126,1421,1225,2362,6832,4
difda,1128,2239,271,829,2362,6829,4
crcao,1512,1543,701,2214,857,6827,4
graaf,965,1543,1959,2214,145,6826,4
ninut,647,2239,1757,899,1284,6826,4
nabob,647,4103,664,1282,129,6825,4
thant,1264,927,1959,1391,1284,6825,4
hoffa,844,3069,271,278,2362,6824,4
poulp,1184,3069,990,1295,285,6823,4
aniba,1698,671,1668,423,2362,6822,4
yeuky,225,2863,990,628,2116,6822,4
tempt,1264,2863,885,526,1284,6822,4
antar,1698,671,1048,2214,1190,6821,4
awave,1698,226,1959,259,2679,6821,4
chaja,1512,927,1959,61,2362,6821,4
shell,2206,927,1421,1295,971,6820,4
tract,1264,1543,1959,770,1284,6820,4
jutty,446,1824,1048,1385,2116,6819,4
rebab,948,2863,664,2214,129,6818,4
appel,1698,336,560,3252,971,6817,4
erinn,693,1543,1668,1391,1522,6817,4
didnt,1128,2239,774,1391,1284,6816,4
erava,693,1543,1959,259,2362,6816,4
lulab,1046,1824,1603,2214,129,6816,4
pulli,1184,1824,1603,1295,910,6816,4
twere,1264,226,1421,1225,2679,6815,4
nitid,647,2239,1048,1963,917,6814,4
vivek,404,2239,417,3252,502,6814,4
charr,1512,927,1959,1225,1190,6813,4
shool,2206,927,1426,1282,971,6812,4
etana,693,403,1959,1391,2362,6808,4
rizar,948,2239,217,2214,1190,6808,4
tyste,1264,458,1021,1385,2679,6807,4
keiko,789,2863,1668,628,857,6805,4
slask,2206,1193,1959,945,502,6805,4
gibil,965,2239,664,1963,971,6802,4
yahoo,225,4103,334,1282,857,6801,4
abede,1698,172,1421,829,2679,6799,4
elfie,693,1193,271,1963,2679,6799,4
hcsds,844,338,1021,829,3767,6799,4
cheve,1512,927,1421,259,2679,6798,4
filix,847,2239,1603,1963,144,6796,4
ansar,1698,671,1021,2214,1190,6794,4
iambi,473,4103,885,423,910,6794,4
kibbe,789,2239,664,423,2679,6794,4
nomoi,647,3069,885,1282,910,6793,4
broll,1555,1543,1426,1295,971,6790,4
arvad,1698,1543,417,2214,917,6789,4
tisic,1264,2239,1021,1963,300,6787,4
anoka,1698,671,1426,628,2362,6785,4
cuppa,1512,1824,560,526,2362,6784,4
dixit,1128,2239,170,1963,1284,6784,4
tingi,1264,2239,1757,612,910,6782,4
gweed,965,226,1421,3252,917,6781,4
lindi,1046,2239,1757,829,910,6781,4
misti,1225,2239,1021,1385,910,6780,4
brool,1555,1543,1426,1282,971,6777,4
trini,1264,1543,1668,1391,910,6776,4
miasm,1225,2239,1959,945,406,6774,4
scoon,2206,338,1426,1282,1522,6774,4
adawe,1698,245,1959,192,2679,6773,4
murmi,1225,1824,2201,612,910,6772,4
pozzy,1184,3069,217,186,2116,6772,4
spoon,2206,336,1426,1282,1522,6772,4
rafvr,948,4103,271,259,1190,6771,4
koorg,789,3069,1426,1225,261,6770,4
robur,948,3069,664,899,1190,6770,4
scall,2206,338,1959,1295,971,6769,4
muddy,1225,1824,774,829,2116,6768,4
abave,1698,172,1959,259,2679,6767,4
piggy,1184,2239,616,612,2116,6767,4
spall,2206,336,1959,1295,971,6767,4
nuaaw,647,1824,1959,2214,122,6766,4
acuan,1698,338,990,2214,1522,6762,4
shood,2206,927,1426,1282,917,6758,4
small,2206,327,1959,1295,971,6758,4
eyrar,693,458,2201,2214,1190,6756,4
mlitt,1225,1193,1668,1385,1284,6755,4
leech,1046,2863,1421,770,654,6754,4
aniak,1698,671,1668,2214,502,6753,4
fussy,847,1824,1021,945,2116,6753,4
pupal,1184,1824,560,2214,971,6753,4
fleme,847,1193,1421,612,2679,6752,4
shooi,2206,927,1426,1282,910,6751,4
hussy,844,1824,1021,945,2116,6750,4
shilh,2206,927,1668,1295,654,6750,4
coomb,1512,3069,1426,612,129,6748,4
estus,693,341,1048,899,3767,6748,4
kiddy,789,2239,774,829,2116,6747,4
vlada,404,1193,1959,829,2362,6747,4
becco,1555,2863,701,770,857,6746,4
combo,1512,3069,885,423,857,6746,4
aruac,1698,1543,990,2214,300,6745,4
elver,693,1193,417,3252,1190,6745,4
piing,1184,2239,1668,1391,261,6743,4
aralu,1698,1543,1959,1295,247,6742,4
fixin,847,2239,170,1963,1522,6741,4
trill,1264,1543,1668,1295,971,6741,4
georg,965,2863,1426,1225,261,6740,4
kynan,789,458,1757,2214,1522,6740,4
tommi,1264,3069,885,612,910,6740,4
niton,647,2239,1048,1282,1522,6738,4
agave,1698,139,1959,259,2679,6734,4
crool,1512,1543,1426,1282,971,6734,4
execs,693,83,1421,770,3767,6734,4
ziffs,176,2239,271,278,3767,6731,4
andra,1698,671,774,1225,2362,6730,4
lulav,1046,1824,1603,2214,41,6728,4
fritt,847,1543,1668,1385,1284,6727,4
meiji,1225,2863,1668,61,910,6727,4
puddy,1184,1824,774,829,2116,6727,4
atnah,1698,403,1757,2214,654,6726,4
lipid,1046,2239,560,1963,917,6725,4
altha,1698,1193,1048,423,2362,6724,4
brood,1555,1543,1426,1282,917,6723,4
buggy,1555,1824,616,612,2116,6723,4
atman,1698,403,885,2214,1522,6722,4
nyala,647,458,1959,1295,2362,6721,4
asway,1698,341,349,2214,2116,6718,4
bokom,1555,3069,406,1282,406,6718,4
audun,1698,1824,774,899,1522,6717,4
avail,1698,126,1959,1963,971,6717,4
blini,1555,1193,1668,1391,910,6717,4
nonyl,647,3069,1757,271,971,6715,4
kodro,789,3069,774,1225,857,6714,4
thebe,1264,927,1421,423,2679,6714,4
tocci,1264,3069,701,770,910,6714,4
honzo,844,3069,1757,186,857,6713,4
nebby,647,2863,664,423,2116,6713,4
alvar,1698,1193,417,2214,1190,6712,4
tibby,1264,2239,664,423,2116,6706,4
stent,2206,403,1421,1391,1284,6705,4
tippy,1264,2239,560,526,2116,6705,4
trist,1264,1543,1668,945,1284,6704,4
bidri,1555,2239,774,1225,910,6703,4
lucca,1046,1824,701,770,2362,6703,4
nymss,647,458,885,945,3767,6702,4
oyana,532,458,1959,1391,2362,6702,4
tummy,1264,1824,885,612,2116,6701,4
ullin,420,1193,1603,1963,1522,6701,4
alexa,1698,1193,1421,26,2362,6700,4
ashia,1698,341,334,1963,2362,6698,4
tuque,1264,1824,32,899,2679,6698,4
cloot,1512,1193,1426,1282,1284,6697,4
kioto,789,2239,1426,1385,857,6696,4
twait,1264,226,1959,1963,1284,6696,4
abear,1698,172,1421,2214,1190,6695,4
wolof,596,3069,1603,1282,145,6695,4
abaze,1698,172,1959,186,2679,6694,4
allod,1698,1193,1603,1282,917,6693,4
annot,1698,671,1757,1282,1284,6692,4
byway,1555,458,349,2214,2116,6692,4
abram,1698,172,2201,2214,406,6691,4
addle,1698,245,774,1295,2679,6691,4
graig,965,1543,1959,1963,261,6691,4
daffi,1128,4103,271,278,910,6690,4
errol,693,1543,2201,1282,971,6690,4
yolyn,225,3069,1603,271,1522,6690,4
woosh,596,3069,1426,945,654,6690,4
gazoz,965,4103,217,1282,122,6689,4
furud,847,1824,2201,899,917,6688,4
phaih,1184,927,1959,1963,654,6687,4
totum,1264,3069,1048,899,406,6686,4
vieva,404,2239,1421,259,2362,6685,4
yazoo,225,4103,217,1282,857,6684,4
rigid,948,2239,616,1963,917,6683,4
ninth,647,2239,1757,1385,654,6682,4
glebe,965,1193,1421,423,2679,6681,4
stadt,2206,403,1959,829,1284,6681,4
crood,1512,1543,1426,1282,917,6680,4
reesk,948,2863,1421,945,502,6679,4
acima,1698,338,1668,612,2362,6678,4
bilbo,1555,2239,1603,423,857,6677,4
astra,1698,341,1048,1225,2362,6674,4
amula,1698,327,990,1295,2362,6672,4
cyndy,1512,458,1757,829,2116,6672,4
adlai,1698,245,1603,2214,910,6670,4
arago,1698,1543,1959,612,857,6669,4
wicca,596,2239,701,770,2362,6668,4
amiga,1698,327,1668,612,2362,6667,4
xysts,36,458,1021,1385,3767,6667,4
krenn,789,1543,1421,1391,1522,6666,4
slish,2206,1193,1668,945,654,6666,4
rosco,948,3069,1021,770,857,6665,4
vinic,404,2239,1757,1963,300,6663,4
emile,693,327,1668,1295,2679,6662,4
swoon,2206,226,1426,1282,1522,6662,4
webby,596,2863,664,423,2116,6662,4
agaze,1698,139,1959,186,2679,6661,4
brerd,1555,1543,1421,1225,917,6661,4
ersar,693,1543,1021,2214,1190,6661,4
prill,1184,1543,1668,1295,971,6661,4
atrax,1698,403,2201,2214,144,6660,4
ebsen,693,172,1021,3252,1522,6660,4
amant,1698,327,1959,1391,1284,6659,4
kebab,789,2863,664,2214,129,6659,4
agram,1698,139,2201,2214,406,6658,4
dlitt,1128,1193,1668,1385,1284,6658,4
onkos,532,671,406,1282,3767,6658,4
ditto,1128,2239,1048,1385,857,6657,4
nucin,647,1824,701,1963,1522,6657,4
dildo,1128,2239,1603,829,857,6656,4
apoda,1698,336,1426,829,2362,6651,4
gesso,965,2863,1021,945,857,6651,4
mimzy,1225,2239,885,186,2116,6651,4
edana,693,245,1959,1391,2362,6650,4
jidda,446,2239,774,829,2362,6650,4
modoc,1225,3069,774,1282,300,6650,4
bebop,1555,2863,664,1282,285,6649,4
khama,789,927,1959,612,2362,6649,4
elery,693,1193,1421,1225,2116,6648,4
gumma,965,1824,885,612,2362,6648,4
avram,1698,126,2201,2214,406,6645,4
cycle,1512,458,701,1295,2679,6645,4
almah,1698,1193,885,2214,654,6644,4
fieri,847,2239,1421,1225,910,6642,4
wappo,596,4103,560,526,857,6642,4
ahmad,1698,927,885,2214,917,6641,4
heigh,844,2863,1668,612,654,6641,4
ilisa,473,1193,1668,945,2362,6641,4
kimmy,789,2239,885,612,2116,6641,4
inone,473,671,1426,1391,2679,6640,4
teddi,1264,2863,774,829,910,6640,4
habub,844,4103,664,899,129,6639,4
scott,2206,338,1426,1385,1284,6639,4
unden,420,671,774,3252,1522,6639,4
kulun,789,1824,1603,899,1522,6637,4
dhava,1128,927,1959,259,2362,6635,4
littd,1046,2239,1048,1385,917,6635,4
axial,1698,83,1668,2214,971,6634,4
phebe,1184,927,1421,423,2679,6634,4
dbrad,1128,172,2201,2214,917,6632,4
adagy,1698,245,1959,612,2116,6630,4
awarn,1698,226,1959,1225,1522,6630,4
queme,93,1824,1421,612,2679,6629,4
npeel,647,336,1421,3252,971,6627,4
bebog,1555,2863,664,1282,261,6625,4
efrem,693,73,2201,3252,406,6625,4
ottie,532,403,1048,1963,2679,6625,4
arach,1698,1543,1959,770,654,6624,4
kuska,789,1824,1021,628,2362,6624,4
ryder,948,458,774,3252,1190,6622,4
flinn,847,1193,1668,1391,1522,6621,4
gitim,965,2239,1048,1963,406,6621,4
bisso,1555,2239,1021,945,857,6617,4
asura,1698,341,990,1225,2362,6616,4
enage,693,671,1959,612,2679,6614,4
abuna,1698,172,990,1391,2362,6613,4
wraac,596,1543,1959,2214,300,6612,4
klatt,789,1193,1959,1385,1284,6610,4
tutor,1264,1824,1048,1282,1190,6608,4
vidda,404,2239,774,829,2362,6608,4
abuta,1698,172,990,1385,2362,6607,4
buffe,1555,1824,271,278,2679,6607,4
pitri,1184,2239,1048,1225,910,6606,4
drill,1128,1543,1668,1295,971,6605,4
ciclo,1512,2239,701,1295,857,6604,4
kilij,789,2239,1603,1963,10,6604,4
eloge,693,1193,1426,612,2679,6603,4
antal,1698,671,1048,2214,971,6602,4
wheem,596,927,1421,3252,406,6602,4
allix,1698,1193,1603,1963,144,6601,4
recur,948,2863,701,899,1190,6601,4
ilama,473,1193,1959,612,2362,6599,4
tetch,1264,2863,1048,770,654,6599,4
armor,1698,1543,885,1282,1190,6598,4
wootz,596,3069,1426,1385,122,6598,4
afear,1698,73,1421,2214,1190,6596,4
disli,1128,2239,1021,1295,910,6593,4
sheth,2206,927,1421,1385,654,6593,4
aniwa,1698,671,1668,192,2362,6591,4
zimme,176,2239,885,612,2679,6591,4
gugal,965,1824,616,2214,971,6590,4
luddy,1046,1824,774,829,2116,6589,4
ccuta,1512,338,990,1385,2362,6587,4
epscs,693,336,1021,770,3767,6587,4
rheme,948,927,1421,612,2679,6587,4
bivvy,1555,2239,417,259,2116,6586,4
osana,532,341,1959,1391,2362,6585,4
livid,1046,2239,417,1963,917,6582,4
ocana,532,338,1959,1391,2362,6582,4
eulau,693,1824,1603,2214,247,6581,4
acrab,1698,338,2201,2214,129,6580,4
edile,693,245,1668,1295,2679,6580,4
ender,693,671,774,3252,1190,6580,4
alysa,1698,1193,381,945,2362,6579,4
hindi,844,2239,1757,829,910,6579,4
iodic,473,3069,774,1963,300,6579,4
trapt,1264,1543,1959,526,1284,6576,4
typps,1264,458,560,526,3767,6575,4
opata,532,336,1959,1385,2362,6574,4
egrep,693,139,2201,3252,285,6570,4
dippy,1128,2239,560,526,2116,6569,4
iodol,473,3069,774,1282,971,6569,4
adnah,1698,245,1757,2214,654,6568,4
apple,1698,336,560,1295,2679,6568,4
emden,693,327,774,3252,1522,6568,4
eydie,693,458,774,1963,2679,6567,4
dummy,1128,1824,885,612,2116,6565,4
adman,1698,245,885,2214,1522,6564,4
snell,2206,671,1421,1295,971,6564,4
fnese,847,671,1421,945,2679,6563,4
kroon,789,1543,1426,1282,1522,6562,4
kwara,789,226,1959,1225,2362,6561,4
indie,473,671,774,1963,2679,6560,4
vivat,404,2239,417,2214,1284,6558,4
krall,789,1543,1959,1295,971,6557,4
snool,2206,671,1426,1282,971,6556,4
agoge,1698,139,1426,612,2679,6554,4
posho,1184,3069,1021,423,857,6554,4
widdy,596,2239,774,829,2116,6554,4
evite,693,126,1668,1385,2679,6551,4
suzzy,2206,1824,217,186,2116,6549,4
yomim,225,3069,885,1963,406,6548,4
piuri,1184,2239,990,1225,910,6548,4
orion,532,1543,1668,1282,1522,6547,4
ulama,420,1193,1959,612,2362,6546,4
aheap,1698,927,1421,2214,285,6545,4
amsat,1698,327,1021,2214,1284,6544,4
civvy,1512,2239,417,259,2116,6543,4
still,2206,403,1668,1295,971,6543,4
anorn,1698,671,1426,1225,1522,6542,4
druid,1128,1543,990,1963,917,6541,4
wwops,596,226,1426,526,3767,6541,4
cubby,1512,1824,664,423,2116,6539,4
stert,2206,403,1421,1225,1284,6539,4
cuppy,1512,1824,560,526,2116,6538,4
imine,473,327,1668,1391,2679,6538,4
tubba,1264,1824,664,423,2362,6537,4
ossie,532,341,1021,1963,2679,6536,4
scoot,2206,338,1426,1282,1284,6536,4
chott,1512,927,1426,1385,1284,6534,4
spoot,2206,336,1426,1282,1284,6534,4
arabi,1698,1543,1959,423,910,6533,4
hippa,844,2239,560,526,2362,6531,4
woolf,596,3069,1426,1295,145,6531,4
ehlke,693,927,1603,628,2679,6530,4
dupuy,1128,1824,560,899,2116,6527,4
lytle,1046,458,1048,1295,2679,6526,4
minum,1225,2239,1757,899,406,6526,4
xerox,36,2863,2201,1282,144,6526,4
smoot,2206,327,1426,1282,1284,6525,4
agamy,1698,139,1959,612,2116,6524,4
ester,693,341,1048,3252,1190,6524,4
kovno,789,3069,417,1391,857,6523,4
chirr,1512,927,1668,1225,1190,6522,4
ennoy,693,671,1757,1282,2116,6519,4
atoka,1698,403,1426,628,2362,6517,4
cruor,1512,1543,990,1282,1190,6517,4
elope,693,1193,1426,526,2679,6517,4
agway,1698,139,349,2214,2116,6516,4
regur,948,2863,616,899,1190,6516,4
exine,693,83,1668,1391,2679,6514,4
sloom,2206,1193,1426,1282,406,6513,4
emote,693,327,1426,1385,2679,6510,4
exite,693,83,1668,1385,2679,6508,4
eyrir,693,458,2201,1963,1190,6505,4
bixby,1555,2239,170,423,2116,6503,4
fixit,847,2239,170,1963,1284,6503,4
alang,1698,1193,1959,1391,261,6502,4
apart,1698,336,1959,1225,1284,6502,4
pupil,1184,1824,560,1963,971,6502,4
snood,2206,671,1426,1282,917,6502,4
kiwai,789,2239,349,2214,910,6501,4
groot,965,1543,1426,1282,1284,6500,4
troll,1264,1543,1426,1295,971,6499,4
quinn,93,1824,1668,1391,1522,6498,4
keech,789,2863,1421,770,654,6497,4
ipsus,473,336,1021,899,3767,6496,4
nammu,647,4103,885,612,247,6494,4
glenn,965,1193,1421,1391,1522,6492,4
